GEOID10,GEOID_NUM,POPULATION_2010,HISPANIC_2010,WHITE_2010,BLACK_2010,NATIVE_AM_2010,ASIAN_2010,HAW_PACIS_2010,OTHER_2010,TWO_OR_MORE_2010,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_AMERIND,PCT_ASIAN,PCT_HAW_PACIS,PCT_OTHER_RACE,PCT_TWO_OR_MORE_RACES,HOUSINGUNITS_2010,OCCUPIEDUNITS_2010,VACANTUNITS_2010,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_18_AND_19,AGE_20,AGE_21,AGE_22_TO_24,AGE_25_TO_29,AGE_30_TO_34,AGE_35_TO_39,AGE_40_TO_44,AGE_45_TO_49,AGE_50_TO_54,AGE_55_TO_59,AGE_60_AND_61,AGE_62_TO_64,AGE_65_AND_66,AGE_67_TO_69,AGE_70_TO_74,AGE_75_TO_79,AGE_80_TO_84,AGE_85_PLUS,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGE_LESS_18,AGE_65_PLUS,PCT_LESS_18,PCT_65_PLUS,MED_AGE,MED_AGE_MALE,MED_AGE_FEMALE,AVG_HH_SIZE,NUM_HOUSEHOLDS,ONE_PERSON_HH,ONE_PERSON_HH_MALE,ONE_PERSON_HH_FEMALE,TWO_OR_MORE_PERSON_HH,FAMILY_HHLD,HUSB_WIFE_FAM,HUSB_WIFE_NO_CHILD,HUSB_WIFE_W_CHLDR,OTHER_FAMILY,MALE_HHLDR_NO_WIFE,MALE_HHLDR_W_CHLDR,MALE_HHLDR_NO_CHILDR,FEMALE_HHLDR_NO_HUSB,FEMALE_HHLDR_W_CHILDR,FEMALE_HHLDR_NO_CHILDR,NON_FAMILY_HH,NON_FAMILY_MALE_HHLDR,NON_FAMILY_FEMALE_HHLDR,HH_W_NONRELATIVES,HH_NO_NONRELATIVES,FAMILIES,AVG_FAM_SIZE,POP_GROUP_QRTRS,GQ_INSTITUTIONALIZED,GQ_CORRECTIONAL_FAC,GQ_JUVENILE_FAC,GQ_NURSING_FAC,GQ_OTHER_INST_FAC,GQ_NONINSTITUTIONAL,GQ_COLLEGEHOUSING,GQ_MILITARYQUARTERS,GQ_OTHER_NONINST,HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNED_W_MORTG_LOAN,OWNED_FREE_CLEAR,RENTED,VACANT_FOR_RENT,VACANT_RENTED_NOT_OCC,VACANT_FOR_SALE,VACANT_SOLD_NOT_OCC,VACANT_SEASONAL,VACANT_MIGRANT_WRKR,VACANT_OTHER,AVG_HH_SIZE_OCC_HU,AVG_HH_SIZE_OWNED,AVG_HH_SIZE_RENTED,HU_OWNED,OWNED_AGE_15_TO_24,OWNED_AGE_25_TO_34,OWNED_AGE_35_TO_44,OWNED_AGE_45_TO_54,OWNED_AGE_55_TO_59,OWNED_AGE_60_TO_64,OWNED_AGE_65_TO_74,OWNED_AGE_75_TO_84,OWNED_AGE_85_PLUS,HU_RENTED,RENTED_AGE_15_TO_24,RENTED_AGE_25_TO_34,RENTED_AGE_35_TO_44,RENTED_AGE_45_TO_54,RENTED_AGE_55_TO_59,RENTED_AGE_60_TO_64,RENTED_AGE_65_TO_74,RENTED_AGE_75_TO_84,RENTED_AGE_85_PLUS,SHAPE_Length,SHAPE_Area
8.031E+13,8.03E+13,39,24,13,2,0,0,0,0,0,61.54,33.33,5.13,0,0,0,0,0,18,18,0,20,19,3,3,2,1,0,0,0,2,1,0,6,3,5,3,3,1,0,0,0,3,1,2,0,6,3,3,6,8,6,1,4,2,9,6,23.08,15.38,42.5,40,45.3,2.17,18,9,4,5,9,9,7,4,3,2,1,0,1,1,0,1,0,0,0,1,17,9,3,0,0,0,0,0,0,0,0,0,0,18,18,0,11,5,2,0,0,0,0,0,0,0,2.17,2,3.5,16,0,0,4,4,3,0,2,3,0,2,0,0,1,1,0,0,0,0,0,0.005821153,1.77E-06
8.031E+13,8.03E+13,60,48,6,0,6,0,0,0,0,80,10,0,10,0,0,0,0,18,17,1,27,33,5,6,8,2,0,2,1,3,5,5,3,3,4,6,0,0,2,1,2,2,0,0,0,11,10,11,8,7,6,5,2,0,21,5,35,8.33,27.7,26.5,33.3,3.53,17,2,1,1,15,15,9,4,5,6,0,0,0,6,4,2,0,0,0,3,14,15,3.67,0,0,0,0,0,0,0,0,0,0,18,17,1,14,2,1,0,0,0,0,0,0,1,3.53,3.56,3,16,0,3,3,6,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0.005496428,1.72E-06
8.031E+13,8.03E+13,110,97,8,0,0,4,0,0,1,88.18,7.27,0,0,3.64,0,0,0.91,29,28,1,60,50,10,13,12,4,7,3,1,3,8,5,13,7,6,1,4,1,4,2,1,4,0,1,0,23,23,15,18,13,5,8,4,1,39,8,35.45,7.27,27,21,33.5,3.93,28,3,1,2,25,25,14,10,4,11,4,1,3,7,1,6,0,0,0,0,28,25,4.28,0,0,0,0,0,0,0,0,0,0,29,28,1,9,5,14,1,0,0,0,0,0,0,3.93,3.57,4.29,14,0,0,2,2,2,4,3,1,0,14,2,5,3,2,0,1,1,0,0,0.006650724,2.02E-06
8.031E+13,8.03E+13,55,10,42,1,2,0,0,0,0,18.18,76.36,1.82,3.64,0,0,0,0,21,21,0,29,26,6,4,0,0,6,3,0,0,5,6,3,2,3,3,1,1,1,2,6,0,1,1,1,10,6,8,9,5,4,10,1,2,10,11,18.18,20,33.8,33.8,33.5,2.62,21,4,3,1,17,14,14,7,7,0,0,0,0,0,0,0,3,1,2,4,17,14,3,0,0,0,0,0,0,0,0,0,0,21,21,0,12,3,6,0,0,0,0,0,0,0,2.62,2.4,3.17,15,0,4,1,4,1,1,2,1,1,6,1,2,1,1,0,0,1,0,0,0.00564434,1.73E-06
8.031E+13,8.03E+13,60,9,47,1,0,3,0,0,0,15,78.33,1.67,0,5,0,0,0,27,26,1,35,25,10,1,0,0,0,0,0,1,4,7,11,4,2,8,2,1,3,2,1,1,1,1,0,11,0,5,18,6,10,7,2,1,11,6,18.33,10,37,37.8,35.9,2.31,26,8,5,3,18,14,13,5,8,1,0,0,0,1,0,1,4,2,2,6,20,14,2.93,0,0,0,0,0,0,0,0,0,0,27,26,1,15,4,7,0,1,0,0,0,0,0,2.31,2.37,2.14,19,0,2,6,4,1,2,2,2,0,7,0,2,3,2,0,0,0,0,0,0.005641584,1.72E-06
8.031E+13,8.03E+13,49,1,44,0,0,4,0,0,0,2.04,89.8,0,0,8.16,0,0,0,26,26,0,23,26,5,1,1,0,0,0,0,1,6,12,5,5,0,3,5,1,0,0,0,0,1,0,3,6,1,7,17,5,8,1,1,3,7,4,14.29,8.16,34.5,37.5,33.5,1.88,26,11,3,8,15,14,12,4,8,2,2,0,2,0,0,0,1,1,0,1,25,14,2.5,0,0,0,0,0,0,0,0,0,0,26,26,0,14,6,6,0,0,0,0,0,0,0,1.88,2.1,1.17,20,0,6,5,3,3,0,0,1,2,6,0,5,1,0,0,0,0,0,0,0.006592078,2.13E-06
8.031E+13,8.03E+13,42,3,14,21,0,2,0,0,2,7.14,33.33,50,0,4.76,0,0,4.76,21,18,3,19,23,1,3,3,0,0,1,1,1,6,6,3,0,3,6,1,1,0,0,2,0,2,2,0,4,3,9,9,3,7,3,2,2,7,6,16.67,14.29,34,37.5,31.8,2.33,18,4,2,2,14,11,4,0,4,7,3,0,3,4,2,2,3,0,3,4,14,11,2.73,0,0,0,0,0,0,0,0,0,0,21,18,3,9,3,6,0,0,0,0,0,0,3,2.33,2.67,1.67,12,0,4,1,4,0,0,1,2,0,6,0,2,1,2,0,0,0,1,0,0.004960899,1.54E-06
8.031E+13,8.03E+13,42,2,35,3,0,0,0,2,0,4.76,83.33,7.14,0,0,0,4.76,0,21,20,1,21,21,1,0,1,2,1,0,2,5,6,5,6,7,1,0,3,0,1,1,0,0,0,0,0,1,4,13,11,8,3,2,0,0,4,1,9.52,2.38,31,30.8,31.5,1.9,20,9,5,4,11,7,7,2,5,0,0,0,0,0,0,0,4,0,4,4,16,7,2.43,4,0,0,0,0,0,4,0,0,4,21,20,1,13,0,7,0,0,0,0,1,0,0,1.9,1.46,2.71,13,0,2,8,0,1,1,1,0,0,7,2,3,2,0,0,0,0,0,0,0.005494933,1.93E-06
8.03101E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008250014,2.92E-06
8.03102E+13,8.03E+13,24,1,17,6,0,0,0,0,0,4.17,70.83,25,0,0,0,0,0,14,13,1,9,15,1,1,1,1,0,0,0,0,1,4,1,2,0,2,3,0,0,1,1,3,2,0,0,2,2,1,5,2,5,2,5,0,4,7,16.67,29.17,47,41.5,53.5,1.85,13,4,0,4,9,7,5,1,4,2,0,0,0,2,2,0,2,0,2,2,11,7,2.29,0,0,0,0,0,0,0,0,0,0,14,13,1,5,3,5,0,0,0,0,0,0,1,1.85,1.63,2.2,8,0,1,1,0,2,0,3,1,0,5,0,2,1,1,0,0,1,0,0,0.005431004,1.48E-06
8.031E+13,8.03E+13,51,1,50,0,0,0,0,0,0,1.96,98.04,0,0,0,0,0,0,25,23,2,25,26,4,4,2,1,0,0,2,1,2,0,6,3,5,4,9,4,1,1,0,0,0,0,2,8,3,5,6,8,13,6,0,2,11,3,21.57,5.88,45.2,39.8,46.5,2.22,23,6,1,5,17,15,14,5,9,1,0,0,0,1,1,0,2,2,0,2,21,15,2.73,0,0,0,0,0,0,0,0,0,0,25,23,2,20,1,2,0,0,1,0,1,0,0,2.22,2.24,2,21,0,0,4,6,5,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0.007070985,2.68E-06
8.031E+13,8.03E+13,54,10,38,4,0,0,0,0,2,18.52,70.37,7.41,0,0,0,0,3.7,25,25,0,28,26,9,4,1,1,0,0,0,1,8,10,4,5,2,2,0,1,1,3,0,0,0,0,2,13,2,9,14,7,2,5,0,2,15,5,27.78,9.26,31.3,31.5,31,2.16,25,12,7,5,13,9,8,5,3,1,0,0,0,1,1,0,4,3,1,5,20,9,3.67,0,0,0,0,0,0,0,0,0,0,25,25,0,16,5,4,0,0,0,0,0,0,0,2.16,2,3,21,0,5,7,3,0,1,3,0,2,4,0,4,0,0,0,0,0,0,0,0.006003358,2.15E-06
8.031E+13,8.03E+13,23,0,20,3,0,0,0,0,0,0,86.96,13.04,0,0,0,0,0,13,13,0,9,14,1,1,1,2,0,0,0,0,5,1,1,0,1,3,1,3,2,1,0,0,0,0,0,2,3,5,2,1,4,6,0,0,5,1,21.74,4.35,35.5,28.8,49.5,1.77,13,5,1,4,8,7,4,0,4,3,0,0,0,3,3,0,1,1,0,1,12,7,2.29,0,0,0,0,0,0,0,0,0,0,13,13,0,9,0,4,0,0,0,0,0,0,0,1.77,1.78,1.75,9,0,2,0,3,1,3,0,0,0,4,0,1,1,1,0,1,0,0,0,0.004666111,1.36E-06
8.031E+13,8.03E+13,26,0,23,0,0,1,0,0,2,0,88.46,0,0,3.85,0,0,7.69,13,13,0,11,15,3,1,0,0,0,0,0,1,1,6,2,3,4,2,0,0,3,0,0,0,0,0,0,4,0,2,8,7,2,3,0,0,4,0,15.38,0,38,34.5,41.5,2,13,4,1,3,9,7,7,2,5,0,0,0,0,0,0,0,2,0,2,2,11,7,2.57,0,0,0,0,0,0,0,0,0,0,13,13,0,10,2,1,0,0,0,0,0,0,0,2,2,2,12,1,2,4,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.004513534,1.27E-06
8.031E+13,8.03E+13,24,0,16,8,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0,13,13,0,11,13,1,1,0,0,1,0,0,1,4,1,2,2,1,3,3,0,2,1,0,0,0,1,0,2,1,5,3,3,6,3,0,1,2,2,8.33,8.33,41,37.5,51.5,1.85,13,5,1,4,8,5,3,0,3,2,0,0,0,2,2,0,3,3,0,4,9,5,2.4,0,0,0,0,0,0,0,0,0,0,13,13,0,8,0,5,0,0,0,0,0,0,0,1.85,1.5,2.4,8,0,2,0,2,1,2,1,0,0,5,0,2,2,0,1,0,0,0,0,0.005197906,1.66E-06
8.03101E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005754957,1.73E-06
8.031E+13,8.03E+13,41,0,37,3,0,1,0,0,0,0,90.24,7.32,0,2.44,0,0,0,20,19,1,22,19,1,5,4,2,1,0,0,0,1,1,5,4,2,5,4,3,2,1,0,0,0,0,0,6,7,1,6,6,9,6,0,0,12,1,29.27,2.44,40.5,37,41.8,2.16,19,8,3,5,11,10,6,4,2,4,2,2,0,2,1,1,1,1,0,2,17,10,3,0,0,0,0,0,0,0,0,0,0,20,19,1,14,1,4,0,0,1,0,0,0,0,2.16,2,2.75,15,0,0,5,4,1,4,1,0,0,4,0,0,1,2,0,1,0,0,0,0.004293609,1.09E-06
8.031E+13,8.03E+13,47,1,42,1,0,0,0,0,3,2.13,89.36,2.13,0,0,0,0,6.38,16,16,0,21,26,7,4,5,0,0,0,0,1,1,0,6,4,3,1,7,3,1,1,1,2,0,0,0,11,5,2,6,7,8,6,2,0,16,4,34.04,8.51,39.5,43.5,37,2.94,16,2,1,1,14,12,11,6,5,1,0,0,0,1,1,0,2,0,2,2,14,12,3.42,0,0,0,0,0,0,0,0,0,0,16,16,0,11,4,1,0,0,0,0,0,0,0,2.94,2.87,4,15,0,0,4,2,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0.004806987,1.25E-06
8.031E+13,8.03E+13,235,13,87,117,0,9,1,0,8,5.53,37.02,49.79,0,3.83,0.43,0,3.4,177,164,13,97,138,11,7,1,1,0,0,2,5,32,18,20,10,4,5,5,9,14,7,14,25,10,21,14,18,2,39,38,14,10,44,35,35,20,91,8.51,38.72,58.2,40.5,63.3,1.43,164,115,37,78,49,39,27,9,18,12,3,0,3,9,3,6,10,4,6,11,153,39,2.49,0,0,0,0,0,0,0,0,0,0,177,164,13,60,3,101,10,0,0,0,2,0,1,1.43,1.59,1.34,63,1,28,18,3,2,6,1,4,0,101,0,5,5,0,1,15,40,22,13,0.008195553,3.52E-06
8.03101E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012889622,1.42E-06
8.03101E+13,8.03E+13,24,3,12,0,0,9,0,0,0,12.5,50,0,0,37.5,0,0,0,11,10,1,14,10,2,2,0,1,1,0,0,0,1,1,3,0,2,3,0,1,1,1,0,1,1,2,1,4,2,1,4,2,3,3,2,3,5,6,20.83,25,47.5,42,50,2.4,10,3,2,1,7,7,6,2,4,1,0,0,0,1,1,0,0,0,0,1,9,7,2.86,0,0,0,0,0,0,0,0,0,0,11,10,1,6,3,1,0,0,0,0,0,0,1,2.4,2.44,2,9,0,0,1,4,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0.016086106,1.04E-05
8.031E+13,8.03E+13,37,2,35,0,0,0,0,0,0,5.41,94.59,0,0,0,0,0,0,15,14,1,17,20,4,3,1,0,1,0,1,1,4,1,3,4,1,5,1,1,2,1,1,1,0,1,0,7,2,6,4,5,6,5,1,1,8,4,21.62,10.81,38.5,40.5,37,2.64,14,3,2,1,11,10,8,3,5,2,0,0,0,2,1,1,1,1,0,1,13,10,3.2,0,0,0,0,0,0,0,0,0,0,15,14,1,9,3,2,0,0,1,0,0,0,0,2.64,2.67,2.5,12,0,1,3,2,1,1,3,1,0,2,0,0,1,1,0,0,0,0,0,0.005432754,1.77E-06
8.031E+13,8.03E+13,34,0,29,0,0,0,0,0,5,0,85.29,0,0,0,0,0,14.71,15,14,1,17,17,1,3,1,2,0,0,0,0,0,1,3,1,2,3,2,0,2,4,2,2,4,1,0,4,3,0,4,3,5,8,6,1,7,13,20.59,38.24,54,55.3,50.8,2.43,14,1,0,1,13,11,11,4,7,0,0,0,0,0,0,0,2,1,1,2,12,11,2.64,0,0,0,0,0,0,0,0,0,0,15,14,1,8,6,0,0,0,0,0,0,0,1,2.43,2.43,0,14,0,0,2,3,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0.005231929,1.67E-06
8.031E+13,8.03E+13,76,1,72,0,0,2,0,0,1,1.32,94.74,0,0,2.63,0,0,1.32,48,42,6,31,45,3,1,1,0,1,0,1,3,4,10,4,8,7,7,9,6,4,1,4,0,2,0,0,4,2,8,14,15,16,15,2,0,5,7,6.58,9.21,45.7,45.8,45.5,1.81,42,19,7,12,23,19,15,3,12,4,0,0,0,4,1,3,4,1,3,5,37,19,2.53,0,0,0,0,0,0,0,0,0,0,48,42,6,32,4,6,2,0,1,0,3,0,0,1.81,1.64,2.83,36,0,3,6,10,7,7,2,1,0,6,0,2,2,1,1,0,0,0,0,0.005585136,1.91E-06
8.031E+13,8.03E+13,28,22,0,6,0,0,0,0,0,78.57,0,21.43,0,0,0,0,0,6,6,0,12,16,2,2,3,3,0,2,0,1,6,0,2,1,1,1,2,1,0,0,0,0,0,1,0,4,6,9,2,2,3,1,0,1,10,1,35.71,3.57,26,22,26,4.67,6,0,0,0,6,6,1,1,0,5,1,0,1,4,3,1,0,0,0,2,4,6,4.33,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,5,0,0,0,0,0,0,0,4.67,4,4.8,1,0,0,0,0,0,0,0,1,0,5,1,1,1,1,0,1,0,0,0,0.002366376,3.48E-07
8.031E+13,8.03E+13,63,59,4,0,0,0,0,0,0,93.65,6.35,0,0,0,0,0,0,17,17,0,35,28,3,5,2,7,1,2,1,2,7,6,8,5,1,3,1,1,0,0,2,2,2,0,2,8,10,12,14,6,4,3,4,2,17,8,26.98,12.7,32.3,27.5,38.5,3.71,17,3,0,3,14,12,5,2,3,7,2,2,0,5,3,2,2,1,1,6,11,12,4.08,0,0,0,0,0,0,0,0,0,0,17,17,0,8,2,7,0,0,0,0,0,0,0,3.71,3,4.71,10,0,3,1,1,0,1,1,2,1,7,0,1,3,1,1,0,1,0,0,0.006043256,1.56E-06
8.031E+13,8.03E+13,162,17,109,13,3,16,0,0,4,10.49,67.28,8.02,1.85,9.88,0,0,2.47,161,156,5,93,69,0,0,0,0,0,1,0,2,14,11,3,7,19,17,36,17,12,6,5,9,1,2,0,0,0,17,14,26,53,40,10,2,0,23,0,14.2,55.9,56.8,55.1,1.04,156,152,89,63,4,2,1,0,1,1,0,0,0,1,0,1,2,0,2,3,153,2,2.5,0,0,0,0,0,0,0,0,0,0,161,156,5,1,0,155,5,0,0,0,0,0,0,1.04,1,1.04,1,0,0,0,1,0,0,0,0,0,155,1,24,9,34,35,29,20,3,0,0.00463847,1.15E-06
8.031E+13,8.03E+13,155,18,129,3,0,2,0,0,3,11.61,83.23,1.94,0,1.29,0,0,1.94,93,86,7,93,62,1,2,0,0,0,0,1,16,29,24,12,12,7,13,14,4,4,3,5,3,3,2,0,3,0,46,36,19,27,16,6,2,3,16,1.94,10.32,37.3,41.8,33.7,1.6,86,40,19,21,46,16,13,1,12,3,2,1,1,1,1,0,30,16,14,31,55,16,2.06,17,13,0,0,13,0,4,0,0,4,93,86,7,7,3,76,5,0,0,0,2,0,0,1.6,1.4,1.63,10,0,0,2,4,0,0,2,2,0,76,10,32,10,7,8,2,6,1,0,0.005817529,1.97E-06
8.031E+13,8.03E+13,147,16,118,2,0,6,0,0,5,10.88,80.27,1.36,0,4.08,0,0,3.4,107,101,6,68,79,3,0,3,0,1,2,1,21,44,19,8,12,5,10,7,0,2,1,5,2,1,0,0,3,4,68,27,17,17,8,3,0,6,9,4.08,6.12,29.8,31.5,28.9,1.46,101,63,22,41,38,21,16,3,13,5,3,1,2,2,0,2,17,8,9,19,82,21,2.24,0,0,0,0,0,0,0,0,0,0,107,101,6,19,4,78,4,0,0,0,0,0,2,1.46,1.61,1.41,23,0,6,6,5,2,0,3,1,0,78,19,41,8,5,2,2,1,0,0,0.005613003,1.85E-06
8.031E+13,8.03E+13,25,1,24,0,0,0,0,0,0,4,96,0,0,0,0,0,0,15,13,2,18,7,0,2,0,0,0,0,0,0,7,5,2,3,1,2,0,3,0,0,0,0,0,0,0,2,0,7,7,4,2,3,0,0,2,0,8,0,32.5,33,29.5,1.92,13,4,4,0,9,6,6,1,5,0,0,0,0,0,0,0,3,3,0,3,10,6,2.5,0,0,0,0,0,0,0,0,0,0,15,13,2,11,0,2,0,0,1,0,1,0,0,1.92,2,1.5,11,0,5,1,3,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0.006184323,2.30E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606399,2.32E-06
8.03101E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002465186,3.75E-07
8.031E+13,8.03E+13,36,16,19,0,0,1,0,0,0,44.44,52.78,0,0,2.78,0,0,0,22,20,2,18,18,1,1,0,0,1,0,0,2,2,5,7,2,2,4,1,1,1,3,1,1,0,0,1,2,1,4,12,4,5,6,1,1,2,6,5.56,16.67,39.5,38.5,40,1.8,20,8,4,4,12,8,5,1,4,3,1,0,1,2,0,2,4,3,1,5,15,8,2.38,0,0,0,0,0,0,0,0,0,0,22,20,2,8,5,7,1,0,1,0,0,0,0,1.8,1.92,1.57,13,0,3,3,0,1,1,5,0,0,7,1,0,1,3,0,1,0,0,1,0.005583509,1.91E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005182368,1.47E-06
8.031E+13,8.03E+13,5,2,3,0,0,0,0,0,0,40,60,0,0,0,0,0,0,3,3,0,1,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,1,1,20,20,24.5,69.5,22,1.67,3,1,1,0,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0,1.67,1,2,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0.002345341,2.90E-07
8.031E+13,8.03E+13,101,3,87,0,0,8,1,0,2,2.97,86.14,0,0,7.92,0.99,0,1.98,67,63,4,55,46,3,1,0,0,0,0,0,7,30,23,20,4,5,3,1,1,1,1,0,0,0,1,0,4,0,37,43,9,4,3,0,1,4,2,3.96,1.98,31.6,33.8,29.5,1.6,63,29,19,10,34,14,14,3,11,0,0,0,0,0,0,0,20,12,8,20,43,14,2.29,0,0,0,0,0,0,0,0,0,0,67,63,4,39,4,20,3,0,1,0,0,0,0,1.6,1.65,1.5,43,2,22,11,4,1,1,1,1,0,20,2,13,5,0,0,0,0,0,0,0.004512528,1.10E-06
8.031E+13,8.03E+13,25,14,9,2,0,0,0,0,0,56,36,8,0,0,0,0,0,15,12,3,13,12,0,2,0,0,1,1,0,0,3,2,2,2,3,0,1,3,0,0,3,0,1,0,1,2,1,4,4,5,1,6,1,1,2,5,8,20,44.5,46.5,36.5,2.08,12,4,2,2,8,6,3,1,2,3,2,0,2,1,0,1,2,0,2,2,10,6,2.83,0,0,0,0,0,0,0,0,0,0,15,12,3,6,1,5,2,0,1,0,0,0,0,2.08,1.86,2.4,7,0,0,1,1,1,2,1,1,0,5,0,1,2,1,0,0,0,0,1,0.004146462,1.06E-06
8.031E+13,8.03E+13,72,1,67,0,0,2,0,0,2,1.39,93.06,0,0,2.78,0,0,2.78,29,28,1,42,30,7,9,2,1,1,0,1,1,2,2,6,8,6,5,11,0,6,1,1,1,1,0,0,16,4,4,8,14,16,8,2,0,19,4,26.39,5.56,41.3,41,41.5,2.57,28,5,2,3,23,20,18,8,10,2,1,1,0,1,1,0,3,3,0,4,24,20,3,0,0,0,0,0,0,0,0,0,0,29,28,1,22,1,5,0,0,1,0,0,0,0,2.57,2.7,2,23,0,1,8,3,4,3,3,1,0,5,0,1,2,1,1,0,0,0,0,0.00597658,2.12E-06
8.031E+13,8.03E+13,42,0,41,0,0,1,0,0,0,0,97.62,0,0,2.38,0,0,0,20,18,2,22,20,1,3,3,2,1,1,0,0,0,0,1,4,7,2,7,1,3,3,3,0,0,0,0,4,6,1,1,11,9,10,0,0,9,6,21.43,14.29,46.8,46.7,47,2.33,18,3,1,2,15,14,11,3,8,3,1,1,0,2,2,0,1,1,0,2,16,14,2.57,0,0,0,0,0,0,0,0,0,0,20,18,2,9,8,1,0,0,2,0,0,0,0,2.33,2.41,1,17,0,0,3,5,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0.006079969,2.18E-06
