GEOID10,GEOID_NUM,POPULATION_2010,HISPANIC_2010,WHITE_2010,BLACK_2010,NATIVE_AM_2010,ASIAN_2010,HAW_PACIS_2010,OTHER_2010,TWO_OR_MORE_2010,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_AMERIND,PCT_ASIAN,PCT_HAW_PACIS,PCT_OTHER_RACE,PCT_TWO_OR_MORE_RACES,HOUSINGUNITS_2010,OCCUPIEDUNITS_2010,VACANTUNITS_2010,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_18_AND_19,AGE_20,AGE_21,AGE_22_TO_24,AGE_25_TO_29,AGE_30_TO_34,AGE_35_TO_39,AGE_40_TO_44,AGE_45_TO_49,AGE_50_TO_54,AGE_55_TO_59,AGE_60_AND_61,AGE_62_TO_64,AGE_65_AND_66,AGE_67_TO_69,AGE_70_TO_74,AGE_75_TO_79,AGE_80_TO_84,AGE_85_PLUS,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGE_LESS_18,AGE_65_PLUS,PCT_LESS_18,PCT_65_PLUS,MED_AGE,MED_AGE_MALE,MED_AGE_FEMALE,AVG_HH_SIZE,NUM_HOUSEHOLDS,ONE_PERSON_HH,ONE_PERSON_HH_MALE,ONE_PERSON_HH_FEMALE,TWO_OR_MORE_PERSON_HH,FAMILY_HHLD,HUSB_WIFE_FAM,HUSB_WIFE_NO_CHILD,HUSB_WIFE_W_CHLDR,OTHER_FAMILY,MALE_HHLDR_NO_WIFE,MALE_HHLDR_W_CHLDR,MALE_HHLDR_NO_CHILDR,FEMALE_HHLDR_NO_HUSB,FEMALE_HHLDR_W_CHILDR,FEMALE_HHLDR_NO_CHILDR,NON_FAMILY_HH,NON_FAMILY_MALE_HHLDR,NON_FAMILY_FEMALE_HHLDR,HH_W_NONRELATIVES,HH_NO_NONRELATIVES,FAMILIES,AVG_FAM_SIZE,POP_GROUP_QRTRS,GQ_INSTITUTIONALIZED,GQ_CORRECTIONAL_FAC,GQ_JUVENILE_FAC,GQ_NURSING_FAC,GQ_OTHER_INST_FAC,GQ_NONINSTITUTIONAL,GQ_COLLEGEHOUSING,GQ_MILITARYQUARTERS,GQ_OTHER_NONINST,HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNED_W_MORTG_LOAN,OWNED_FREE_CLEAR,RENTED,VACANT_FOR_RENT,VACANT_RENTED_NOT_OCC,VACANT_FOR_SALE,VACANT_SOLD_NOT_OCC,VACANT_SEASONAL,VACANT_MIGRANT_WRKR,VACANT_OTHER,AVG_HH_SIZE_OCC_HU,AVG_HH_SIZE_OWNED,AVG_HH_SIZE_RENTED,HU_OWNED,OWNED_AGE_15_TO_24,OWNED_AGE_25_TO_34,OWNED_AGE_35_TO_44,OWNED_AGE_45_TO_54,OWNED_AGE_55_TO_59,OWNED_AGE_60_TO_64,OWNED_AGE_65_TO_74,OWNED_AGE_75_TO_84,OWNED_AGE_85_PLUS,HU_RENTED,RENTED_AGE_15_TO_24,RENTED_AGE_25_TO_34,RENTED_AGE_35_TO_44,RENTED_AGE_45_TO_54,RENTED_AGE_55_TO_59,RENTED_AGE_60_TO_64,RENTED_AGE_65_TO_74,RENTED_AGE_75_TO_84,RENTED_AGE_85_PLUS,SHAPE_Length,SHAPE_Area
8.031E+13,8.03E+13,139,106,32,0,0,1,0,0,0,76.26,23.02,0,0,0.72,0,0,0,42,40,2,66,73,16,15,13,1,5,6,3,8,8,18,11,8,7,8,7,2,1,0,0,1,0,1,0,31,19,25,29,15,15,3,1,1,45,2,32.37,1.44,26.5,25,27.3,3.48,40,8,4,4,32,29,16,10,6,13,4,4,0,9,5,4,3,1,2,8,32,29,3.97,0,0,0,0,0,0,0,0,0,0,42,40,2,9,1,30,1,0,1,0,0,0,0,3.48,2.8,3.7,10,1,2,1,2,2,2,0,0,0,30,1,11,9,7,2,0,0,0,0,0.0059721,2.11E-06
8.031E+13,8.03E+13,96,80,12,0,4,0,0,0,0,83.33,12.5,0,4.17,0,0,0,0,31,25,6,44,52,9,15,10,5,5,1,0,5,5,6,11,5,8,2,5,2,0,1,1,0,0,0,0,24,20,11,17,13,7,4,0,0,39,2,40.62,2.08,23.5,28,21,3.84,25,2,2,0,23,22,11,8,3,11,2,1,1,9,5,4,1,0,1,2,23,22,4.14,0,0,0,0,0,0,0,0,0,0,31,25,6,12,0,13,5,0,0,0,0,0,1,3.84,3.83,3.85,12,0,2,2,3,3,1,1,0,0,13,0,2,5,4,1,0,1,0,0,0.005985477,2.15E-06
8.031E+13,8.03E+13,45,6,37,0,0,0,0,0,2,13.33,82.22,0,0,0,0,0,4.44,35,29,6,22,23,4,0,0,0,0,0,0,0,9,5,11,6,1,2,1,0,0,2,0,0,2,2,0,4,0,9,16,7,3,2,2,2,4,6,8.89,13.33,36.7,37,36.5,1.55,29,17,8,9,12,9,9,3,6,0,0,0,0,0,0,0,3,3,0,3,26,9,2.44,0,0,0,0,0,0,0,0,0,0,35,29,6,22,1,6,0,0,3,0,0,0,3,1.55,1.43,2,23,0,7,10,3,0,0,1,2,0,6,0,2,3,0,0,0,0,1,0,0.005965919,2.13E-06
8.031E+13,8.03E+13,10,6,3,0,0,1,0,0,0,60,30,0,0,10,0,0,0,4,4,0,5,5,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,2,2,1,2,2,0,1,0,2,1,20,10,41.5,27.5,46.5,2.5,4,1,0,1,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,0,0,0,0,2.5,3,1,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.002516035,3.97E-07
8.031E+13,8.03E+13,8,0,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,4,4,0,3,5,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,2,1,2,0,0,2,0,25,0,44,57.5,39.5,2,4,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,4,4,0,2,1,1,0,0,0,0,0,0,0,2,2,2,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.002490791,3.86E-07
8.031E+13,8.03E+13,32,12,17,1,0,0,0,0,2,37.5,53.13,3.13,0,0,0,0,6.25,18,18,0,13,19,3,2,1,0,0,0,0,1,8,4,1,3,2,2,3,2,0,0,0,0,0,0,0,5,1,9,5,5,5,2,0,0,6,0,18.75,0,30.3,44.3,29.3,1.78,18,9,5,4,9,8,5,1,4,3,0,0,0,3,2,1,1,1,0,1,17,8,2.63,0,0,0,0,0,0,0,0,0,0,18,18,0,9,2,7,0,0,0,0,0,0,0,1.78,1.64,2,11,0,3,3,2,1,2,0,0,0,7,0,5,1,0,1,0,0,0,0,0.004810329,1.45E-06
8.031E+13,8.03E+13,31,4,21,0,0,6,0,0,0,12.9,67.74,0,0,19.35,0,0,0,13,13,0,13,18,8,0,0,0,1,0,0,0,3,6,2,0,1,3,2,0,4,0,0,0,1,0,0,8,1,3,8,1,5,4,1,0,8,1,25.81,3.23,33.3,32.5,34.5,2.38,13,4,0,4,9,8,8,4,4,0,0,0,0,0,0,0,1,0,1,1,12,8,3.13,0,0,0,0,0,0,0,0,0,0,13,13,0,6,3,4,0,0,0,0,0,0,0,2.38,2.11,3,9,0,3,0,2,0,3,0,1,0,4,0,2,1,1,0,0,0,0,0,0.004155055,1.06E-06
8.031E+13,8.03E+13,41,17,19,3,2,0,0,0,0,41.46,46.34,7.32,4.88,0,0,0,0,19,18,1,21,20,3,2,4,0,1,0,0,3,8,0,4,2,5,2,2,1,0,0,1,2,1,0,0,5,5,11,4,7,4,2,3,0,9,4,21.95,9.76,29.8,29.8,32,2.28,18,6,3,3,12,10,5,3,2,5,1,1,0,4,3,1,2,2,0,5,13,10,2.8,0,0,0,0,0,0,0,0,0,0,19,18,1,6,1,11,0,0,1,0,0,0,0,2.28,2.14,2.36,7,0,0,1,2,1,1,1,1,0,11,2,3,3,1,1,0,1,0,0,0.004741189,1.40E-06
8.031E+13,8.03E+13,20,7,12,0,0,0,0,0,1,35,60,0,0,0,0,0,5,9,7,2,11,9,0,3,3,0,1,0,0,0,1,1,2,1,0,2,1,2,0,0,0,0,0,2,1,3,4,1,3,1,3,2,0,3,6,3,30,15,36.5,35.5,51.5,2.86,7,4,1,3,3,2,2,1,1,0,0,0,0,0,0,0,1,1,0,1,6,2,7,0,0,0,0,0,0,0,0,0,0,9,7,2,1,6,0,0,0,0,0,2,0,0,2.86,2.86,0,7,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.004795352,1.44E-06
8.031E+13,8.03E+13,7,1,6,0,0,0,0,0,0,14.29,85.71,0,0,0,0,0,0,5,5,0,3,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,1,0,1,0,14.29,51.5,57.5,45.5,1.4,5,3,1,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,1,0,0,0,0,0,0,0,1.4,1.25,2,4,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.005628465,1.95E-06
8.031E+13,8.03E+13,172,22,107,29,3,3,0,0,8,12.79,62.21,16.86,1.74,1.74,0,0,4.65,166,155,11,79,93,1,0,0,0,3,2,3,30,35,16,9,10,20,21,16,2,4,0,0,0,0,0,0,1,3,70,25,30,37,6,0,0,1,0,0.58,0,33,33.5,30.9,1.11,155,139,60,79,16,4,3,1,2,1,0,0,0,1,0,1,12,4,8,12,143,4,2.25,0,0,0,0,0,0,0,0,0,0,166,155,11,1,0,154,9,1,0,0,1,0,0,1.11,1,1.11,1,1,0,0,0,0,0,0,0,0,154,31,47,17,37,16,6,0,0,0,0.005697882,2.00E-06
8.031E+13,8.03E+13,155,15,126,4,0,4,1,1,4,9.68,81.29,2.58,0,2.58,0.65,0.65,2.58,105,100,5,83,72,4,1,1,0,1,2,2,38,45,23,12,10,6,4,5,0,1,0,0,0,0,0,0,5,2,87,35,16,9,1,0,0,6,0,3.87,0,27.8,29.7,25.6,1.55,100,52,32,20,48,16,10,4,6,6,3,0,3,3,2,1,32,17,15,34,66,16,2.25,0,0,0,0,0,0,0,0,0,0,105,100,5,23,0,77,3,0,1,0,1,0,0,1.55,1.61,1.53,23,1,4,10,5,3,0,0,0,0,77,24,42,7,2,2,0,0,0,0,0.004403595,9.68E-07
8.031E+13,8.03E+13,128,11,98,10,0,3,0,1,5,8.59,76.56,7.81,0,2.34,0,0.78,3.91,103,101,2,73,55,5,1,0,0,0,2,3,16,39,20,10,4,7,3,6,2,1,1,3,3,0,1,1,6,0,60,30,11,9,7,3,2,6,9,4.69,7.03,29.8,31.3,28.8,1.27,101,80,46,34,21,11,9,3,6,2,0,0,0,2,1,1,10,7,3,11,90,11,2.45,0,0,0,0,0,0,0,0,0,0,103,101,2,20,2,79,1,0,1,0,0,0,0,1.27,1.55,1.19,22,0,11,5,1,1,1,2,0,1,79,18,37,5,6,5,2,5,1,0,0.00553841,1.87E-06
8.031E+13,8.03E+13,199,27,153,11,2,2,0,0,4,13.57,76.88,5.53,1.01,1.01,0,0,2.01,150,146,4,129,70,1,1,1,1,2,2,5,22,42,27,23,13,11,22,10,1,3,8,1,2,1,0,0,2,4,71,50,24,32,13,3,0,4,12,2.01,6.03,33.9,34.6,32,1.36,146,101,76,25,45,17,11,2,9,6,4,1,3,2,0,2,28,17,11,29,117,17,2.29,0,0,0,0,0,0,0,0,0,0,150,146,4,9,2,135,1,0,1,0,2,0,0,1.36,2.18,1.3,11,0,3,4,4,0,0,0,0,0,135,19,52,19,22,9,3,11,0,0,0.005868557,2.06E-06
8.031E+13,8.03E+13,216,21,166,19,2,2,0,0,6,9.72,76.85,8.8,0.93,0.93,0,0,2.78,179,164,15,124,92,1,0,0,0,0,1,0,31,53,39,32,6,8,10,15,9,6,1,1,2,0,0,1,1,0,85,71,14,25,17,2,1,1,5,0.46,2.31,32.3,34.3,29.7,1.32,164,117,72,45,47,16,13,1,12,3,0,0,0,3,0,3,31,18,13,31,133,16,2.19,0,0,0,0,0,0,0,0,0,0,179,164,15,35,1,128,15,0,0,0,0,0,0,1.32,1.39,1.3,36,2,18,10,5,0,1,0,0,0,128,21,50,16,12,13,13,2,0,1,0.005254709,1.71E-06
8.031E+13,8.03E+13,117,10,97,1,1,4,0,0,4,8.55,82.91,0.85,0.85,3.42,0,0,3.42,100,96,4,74,43,1,0,1,0,1,3,4,24,32,15,14,4,6,5,6,1,0,0,0,0,0,0,0,1,2,63,29,10,11,1,0,0,2,0,1.71,0,28.7,29,28.4,1.22,96,77,53,24,19,7,4,0,4,3,2,1,1,1,1,0,12,6,6,13,83,7,2,0,0,0,0,0,0,0,0,0,0,100,96,4,2,1,93,3,0,0,0,1,0,0,1.22,1.67,1.2,3,0,0,1,0,2,0,0,0,0,93,24,42,14,8,4,1,0,0,0,0.004600287,9.85E-07
8.031E+13,8.03E+13,139,23,92,11,5,2,0,2,4,16.55,66.19,7.91,3.6,1.44,0,1.44,2.88,110,99,11,89,50,5,0,1,0,0,2,7,13,29,17,15,11,9,15,7,0,5,0,1,2,0,0,0,5,1,51,32,20,22,6,2,0,6,3,4.32,2.16,34.3,37.1,29.3,1.4,99,64,47,17,35,12,5,3,2,7,3,2,1,4,1,3,23,14,9,25,74,12,2.25,0,0,0,0,0,0,0,0,0,0,110,99,11,8,0,91,5,0,1,0,0,0,5,1.4,1.5,1.4,8,0,4,3,0,0,1,0,0,0,91,15,24,16,22,7,4,3,0,0,0.005490483,1.84E-06
8.031E+13,8.03E+13,107,63,40,0,1,1,0,0,2,58.88,37.38,0,0.93,0.93,0,0,1.87,44,38,6,59,48,12,8,4,3,3,2,0,2,14,8,12,7,9,7,8,1,2,1,0,0,1,3,0,20,10,18,20,16,15,4,1,3,27,5,25.23,4.67,33.3,33.3,33,2.82,38,7,5,2,31,27,17,7,10,10,4,2,2,6,5,1,4,2,2,9,29,27,3.22,0,0,0,0,0,0,0,0,0,0,44,38,6,23,1,14,0,0,2,1,0,0,3,2.82,2.46,3.43,24,1,6,6,3,5,1,1,1,0,14,1,6,3,3,1,0,0,0,0,0.009503091,4.06E-06
8.031E+13,8.03E+13,80,54,16,0,0,10,0,0,0,67.5,20,0,0,12.5,0,0,0,22,21,1,43,37,6,4,6,5,4,0,1,4,7,5,5,7,4,3,6,0,3,2,1,3,2,0,2,10,15,12,10,11,9,6,5,2,21,10,26.25,12.5,32.5,33.5,29.8,3.81,21,6,4,2,15,15,12,6,6,3,2,0,2,1,1,0,0,0,0,0,21,15,4.93,0,0,0,0,0,0,0,0,0,0,22,21,1,13,6,2,1,0,0,0,0,0,0,3.81,3.68,5,19,0,1,2,4,3,2,4,1,2,2,0,1,1,0,0,0,0,0,0,0.006370065,2.37E-06
8.031E+13,8.03E+13,302,229,52,7,2,8,0,0,4,75.83,17.22,2.32,0.66,2.65,0,0,1.32,128,119,9,163,139,33,20,17,8,7,4,3,16,25,28,32,24,23,16,14,3,6,6,4,8,1,4,0,53,32,48,60,47,30,19,9,4,78,23,25.83,7.62,33.1,30.8,35.5,2.54,119,43,26,17,76,63,35,19,16,28,7,3,4,21,11,10,13,8,5,25,94,63,3.4,0,0,0,0,0,0,0,0,0,0,128,119,9,22,3,94,7,0,1,0,0,0,1,2.54,2.88,2.45,25,0,4,4,5,3,2,5,2,0,94,8,21,25,22,8,4,4,2,0,0.014914444,6.49E-06
8.031E+13,8.03E+13,80,62,16,0,2,0,0,0,0,77.5,20,0,2.5,0,0,0,0,21,19,2,46,34,7,12,6,1,3,1,2,4,6,5,5,7,5,2,3,0,4,2,0,0,3,0,2,19,10,13,10,12,5,6,3,2,26,7,32.5,8.75,28.3,31,28,4.21,19,5,4,1,14,14,12,8,4,2,0,0,0,2,1,1,0,0,0,3,16,14,5.14,0,0,0,0,0,0,0,0,0,0,21,19,2,11,3,5,1,0,0,0,0,0,1,4.21,3.86,5.2,14,0,2,1,3,1,2,2,1,2,5,0,2,2,1,0,0,0,0,0,0.005879502,2.06E-06
8.03102E+13,8.03E+13,112,84,16,2,1,6,0,0,3,75,14.29,1.79,0.89,5.36,0,0,2.68,62,48,14,48,64,3,9,6,5,5,2,0,3,7,10,6,9,7,6,7,5,4,3,9,2,1,2,1,12,16,12,16,16,13,21,3,3,23,18,20.54,16.07,39.5,41.5,38,2.33,48,12,5,7,36,28,11,5,6,17,2,0,2,15,8,7,8,2,6,11,37,28,2.89,0,0,0,0,0,0,0,0,0,0,62,48,14,0,0,48,11,1,1,0,0,0,1,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,48,2,9,8,9,1,6,10,3,0,0.008142863,4.04E-06
8.031E+13,8.03E+13,73,52,20,1,0,0,0,0,0,71.23,27.4,1.37,0,0,0,0,0,18,18,0,42,31,7,6,3,3,4,3,1,2,4,8,7,8,2,4,2,1,0,0,3,2,2,0,1,13,10,10,15,10,6,4,4,1,19,8,26.03,10.96,31.8,33,31.3,4.06,18,1,1,0,17,15,12,6,6,3,2,1,1,1,1,0,2,0,2,6,12,15,4.13,0,0,0,0,0,0,0,0,0,0,18,18,0,6,4,8,0,0,0,0,0,0,0,4.06,3.3,5,10,0,1,2,2,0,0,2,2,1,8,0,2,6,0,0,0,0,0,0,0.00570932,1.90E-06
8.03101E+13,8.03E+13,23,0,23,0,0,0,0,0,0,0,100,0,0,0,0,0,0,14,12,2,12,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,2,9,4,1,0,0,0,0,1,1,0,7,13,1,0,19,0,82.61,70.8,69,71.5,1.92,12,2,1,1,10,10,9,0,9,1,0,0,0,1,0,1,0,0,0,0,12,10,2.1,0,0,0,0,0,0,0,0,0,0,14,12,2,5,6,1,0,0,1,1,0,0,0,1.92,2,1,11,0,0,0,0,0,1,7,3,0,1,0,0,0,0,0,0,1,0,0,0.004619192,1.32E-06
8.03101E+13,8.03E+13,39,1,32,0,0,6,0,0,0,2.56,82.05,0,0,15.38,0,0,0,14,13,1,20,19,4,8,3,0,0,2,1,0,2,5,6,2,2,0,2,0,1,0,1,0,0,0,0,12,3,5,11,4,2,2,0,0,15,1,38.46,2.56,25.8,23.5,31.5,3,13,2,1,1,11,10,9,7,2,1,0,0,0,1,1,0,1,1,0,1,12,10,3.5,0,0,0,0,0,0,0,0,0,0,14,13,1,9,1,3,0,1,0,0,0,0,0,3,2.7,4,10,1,1,4,1,1,1,1,0,0,3,0,2,1,0,0,0,0,0,0,0.006344604,1.41E-06
8.03198E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009705789,1.78E-06
8.03198E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024796515,8.50E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464906,5.43E-07
8.03101E+13,8.03E+13,62,13,45,2,0,0,0,0,2,20.97,72.58,3.23,0,0,0,0,3.23,28,28,0,31,31,0,4,4,3,1,1,0,1,4,2,4,6,8,8,6,0,5,0,0,1,2,2,0,4,8,6,6,14,14,5,3,2,11,5,17.74,8.06,45.5,44.8,47.5,2.21,28,6,2,4,22,18,14,4,10,4,0,0,0,4,3,1,4,3,1,5,23,18,2.61,0,0,0,0,0,0,0,0,0,0,28,28,0,17,4,7,0,0,0,0,0,0,0,2.21,2.19,2.29,21,0,1,4,8,3,2,1,2,0,7,0,2,1,3,0,1,0,0,0,0.009457391,4.15E-06
8.031E+13,8.03E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002796757,3.28E-07
8.031E+13,8.03E+13,60,1,51,0,0,4,0,0,4,1.67,85,0,0,6.67,0,0,6.67,21,20,1,34,26,3,7,7,2,1,1,1,2,0,0,2,9,3,6,10,0,3,0,0,1,2,0,0,10,10,4,2,12,16,3,3,0,19,3,31.67,5,41.7,40,42,3,20,3,2,1,17,17,16,10,6,1,0,0,0,1,0,1,0,0,0,0,20,17,3.35,0,0,0,0,0,0,0,0,0,0,21,20,1,16,4,0,0,0,0,1,0,0,0,3,3,0,20,0,0,5,5,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.006509182,2.37E-06
8.03101E+13,8.03E+13,100,52,42,2,0,1,0,0,3,52,42,2,0,1,0,0,3,33,31,2,52,48,6,9,7,2,4,1,1,1,6,2,8,7,10,2,10,2,8,3,1,2,4,2,2,15,13,9,10,17,12,14,6,4,24,14,24,14,41,40.5,42,3.23,31,5,2,3,26,25,20,8,12,5,3,1,2,2,0,2,1,1,0,6,25,25,3.32,0,0,0,0,0,0,0,0,0,0,33,31,2,20,6,5,0,0,1,0,0,0,1,3.23,2.96,4.6,26,0,0,4,5,4,4,4,5,0,5,0,2,2,1,0,0,0,0,0,0.009197595,4.63E-06
8.031E+13,8.03E+13,73,58,15,0,0,0,0,0,0,79.45,20.55,0,0,0,0,0,0,26,24,2,42,31,7,8,7,4,2,0,0,5,6,4,1,2,9,6,3,0,2,4,0,1,0,1,1,15,13,11,5,11,9,6,1,2,26,7,35.62,9.59,26.8,23.3,34.5,3.04,24,6,3,3,18,17,9,4,5,8,3,2,1,5,1,4,1,0,1,2,22,17,3.76,0,0,0,0,0,0,0,0,0,0,26,24,2,18,4,2,0,0,0,0,0,0,2,3.04,2.95,4,22,1,3,1,8,2,1,4,1,1,2,0,1,0,1,0,0,0,0,0,0.008452767,3.54E-06
8.03101E+13,8.03E+13,223,4,210,1,0,6,0,0,2,1.79,94.17,0.45,0,2.69,0,0,0.9,195,168,27,98,125,3,1,0,1,1,1,0,3,8,12,9,5,7,12,20,10,4,11,11,6,21,26,51,4,2,12,21,12,32,36,27,77,5,126,2.24,56.5,67.6,61.5,77.2,1.33,168,123,44,79,45,37,32,3,29,5,4,1,3,1,0,1,8,3,5,10,158,37,2.22,0,0,0,0,0,0,0,0,0,0,195,168,27,45,24,99,11,0,6,0,7,0,3,1.33,1.52,1.19,69,0,7,5,10,12,7,14,13,1,99,1,4,2,6,4,2,5,26,49,0.038022144,2.05E-05
8.031E+13,8.03E+13,47,0,41,3,0,1,0,0,2,0,87.23,6.38,0,2.13,0,0,4.26,22,21,1,21,26,2,4,1,3,1,0,1,1,1,2,2,4,3,1,8,3,3,2,2,0,0,2,1,6,5,3,4,7,9,10,0,3,10,7,21.28,14.89,49.5,57.5,46.5,2.24,21,5,3,2,16,15,11,3,8,4,0,0,0,4,3,1,1,0,1,1,20,15,2.67,0,0,0,0,0,0,0,0,0,0,22,21,1,16,5,0,0,0,0,0,0,0,1,2.24,2.24,0,21,0,2,4,2,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0.005495482,1.86E-06
8.031E+13,8.03E+13,52,0,48,0,0,4,0,0,0,0,92.31,0,0,7.69,0,0,0,24,23,1,24,28,5,1,3,3,1,0,0,2,5,4,4,0,6,5,8,4,0,0,1,0,0,0,0,6,7,7,8,6,13,5,0,0,12,1,23.08,1.92,38,33.5,46.7,2.26,23,9,3,6,14,11,8,5,3,3,0,0,0,3,2,1,3,1,2,4,19,11,3.09,0,0,0,0,0,0,0,0,0,0,24,23,1,17,4,2,0,0,1,0,0,0,0,2.26,2.19,3,21,0,2,3,8,3,4,1,0,0,2,0,1,0,1,0,0,0,0,0,0.005914212,2.08E-06
8.031E+13,8.03E+13,53,4,49,0,0,0,0,0,0,7.55,92.45,0,0,0,0,0,0,23,23,0,25,28,6,7,2,1,0,0,0,1,3,5,4,10,3,2,2,1,1,1,2,0,0,0,2,13,3,4,9,13,4,5,0,2,16,5,30.19,9.43,38.3,30.5,41.5,2.3,23,9,3,6,14,11,8,6,2,3,1,0,1,2,1,1,3,1,2,3,20,11,3.45,0,0,0,0,0,0,0,0,0,0,23,23,0,14,5,4,0,0,0,0,0,0,0,2.3,2.26,2.5,19,0,2,6,5,1,1,3,0,1,4,1,1,1,0,0,0,0,0,1,0.00594193,2.10E-06
8.031E+13,8.03E+13,47,1,43,1,0,0,0,2,0,2.13,91.49,2.13,0,0,0,4.26,0,23,21,2,21,26,2,7,2,0,0,1,0,2,1,3,3,7,3,8,4,1,0,0,1,1,0,0,1,9,2,4,6,10,12,2,1,1,11,3,23.4,6.38,41.3,52.1,34,2.24,21,8,6,2,13,12,11,5,6,1,0,0,0,1,1,0,1,0,1,1,20,12,3.08,0,0,0,0,0,0,0,0,0,0,23,21,2,18,3,0,0,0,0,0,0,0,2,2.24,2.24,0,21,0,2,6,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.005988868,2.14E-06
8.031E+13,8.03E+13,47,3,42,0,0,2,0,0,0,6.38,89.36,0,0,4.26,0,0,0,22,21,1,25,22,3,6,1,0,1,0,0,3,5,5,4,2,3,1,5,0,0,0,0,1,1,3,3,9,2,8,9,5,6,0,2,6,10,8,21.28,17.02,34.5,32.5,36.5,2.24,21,7,2,5,14,10,8,6,2,2,0,0,0,2,1,1,4,2,2,4,17,10,3.1,0,0,0,0,0,0,0,0,0,0,22,21,1,7,8,6,1,0,0,0,0,0,0,2.24,1.87,3.17,15,1,2,1,2,2,0,1,3,3,6,0,2,3,1,0,0,0,0,0,0.005618815,1.95E-06
